leak_node,leak_diam_mm,leak_at,closest_sensor,dd_auc_d3,dd_timepoint_d3,dd_score_d3,dd_auc_ks,dd_timepoint_ks,dd_score_ks
n3,7,5319000,n31,0.5,5443200,0.41052384495464844,0.5,777600,0.8571428571428572
n4,7,1425600,n4,1.0,1382400,0.1622333829365079,0.5,777600,0.8571428571428572
n5,7,788400,n31,0.5,777600,0.4139340632086168,0.625,864000,0.8154761904761905
n6,7,6071400,n4,0.8,6048000,0.30490008503401367,0.5,5702400,0.8452380952380952
n10,7,2632500,n1,0.5,2592000,0.42759708049886624,0.5,777600,0.8571428571428572
n11,7,2410200,n31,0.5,2419200,0.43985836522108845,0.5,777600,0.8571428571428572
n14,7,2250000,n4,0.5,2419200,0.4189785289115646,0.5,777600,0.8571428571428572
n15,7,1633500,n31,0.5,1641600,0.42244189342403626,0.5,777600,0.8571428571428572
n17,7,6034500,n31,0.5,5961600,0.44399048681972786,0.5,5702400,0.8422619047619048
n18,7,1359900,n31,0.5,1641600,0.4465415072278911,0.5,777600,0.8526785714285714
n22,7,5593500,n1,0.5,5443200,0.4045382475907029,0.55,5702400,0.8229166666666666
n23,7,6065100,n31,0.5,5702400,0.4502329577664399,0.5,5702400,0.8422619047619048
n25,7,4625100,n31,0.5,4320000,0.4321499433106576,0.5,777600,0.8571428571428572
n26,7,1245600,n31,0.5,777600,0.4399159403344671,0.5,777600,0.8318452380952381
n32,7,4958100,n31,0.5,5443200,0.43623777636054417,0.5,777600,0.8571428571428572
n33,7,3715200,n31,0.5,3542400,0.44341473568594103,0.5,777600,0.8571428571428572
n34,7,838800,n31,0.5625,777600,0.39669696003401356,0.5625,777600,0.7946428571428572
n37,7,824400,n31,0.5,691200,0.403727767148526,0.5625,777600,0.8139880952380952
n38,7,1295100,n31,0.5,777600,0.4374313527494331,0.5,777600,0.8452380952380952
n40,7,2216700,n31,0.5,1900800,0.4494291206065759,0.5,777600,0.8571428571428572
n41,7,2319300,n31,0.5,2246400,0.4377258715986394,0.5,777600,0.8571428571428572
n43,7,4329900,n31,0.5,4320000,0.4414815405328798,0.5,777600,0.8571428571428572
n44,7,5042700,n54,0.5,777600,0.4468138818027211,0.5,777600,0.8571428571428572
n46,7,800100,n54,0.875,864000,0.30551791028911557,0.6875,777600,0.8110119047619048
n48,7,4742100,n410,0.9,4752000,0.2693961699263039,0.5,777600,0.8571428571428572
n50,7,2070000,n410,0.85,2160000,0.22404026714852598,0.5,1987200,0.8511904761904762
n51,7,5883300,n415,0.8,5875200,0.3046432114512472,0.5,5788800,0.8467261904761905
n52,7,5395500,n415,0.5,5443200,0.4324887507086168,0.5,777600,0.8571428571428572
n58,7,5775300,n415,0.8,5702400,0.3383246527777778,0.5,5788800,0.8377976190476191
n61,7,4622400,n54,0.5,4320000,0.44226101899092973,0.5,777600,0.8571428571428572
n63,7,3697200,n429,0.5,5961600,0.44941361961451254,0.5,777600,0.8571428571428572
n64,7,2229300,n54,0.5,777600,0.43947084041950113,0.5,777600,0.8571428571428572
n67,7,3915900,n54,0.5,777600,0.4438310480442176,0.5,777600,0.8571428571428572
n68,7,4949100,n410,0.85,4924800,0.2315427473072562,0.5,777600,0.8571428571428572
n71,7,2655000,n519,0.5,777600,0.447092899659864,0.5,777600,0.8571428571428572
n72,7,6571800,n54,0.5,6220800,0.45197349773242634,0.5,777600,0.8571428571428572
n74,7,7013700,n54,0.5,7171200,0.440892502834467,0.5,777600,0.8571428571428572
n75,7,652500,n410,0.9166666666666667,604800,0.31928500566893425,0.5833333333333334,777600,0.8229166666666666
n77,7,6199200,n458,0.5,5961600,0.42477589994331066,0.5,777600,0.8571428571428572
n78,7,6545700,n519,0.55,6480000,0.3894978564342404,0.5,777600,0.8571428571428572
n79,7,1781100,n458,0.5,777600,0.4474317070578231,0.5,777600,0.8571428571428572
n82,7,5751900,n410,0.5,5875200,0.4272095556972788,0.5,5788800,0.8482142857142857
n83,7,3720600,n429,0.5,777600,0.4521550807823129,0.5,777600,0.8571428571428572
n86,7,3113100,n429,0.5,3110400,0.4455317283163265,0.5,777600,0.8571428571428572
n87,7,2653200,n342,0.5,5961600,0.44422078727324255,0.5,777600,0.8571428571428572
n91,7,1750500,n458,0.65,1814400,0.3804187039399092,0.5,777600,0.8571428571428572
n96,7,2191500,n105,0.85,2160000,0.17408721301020413,0.5,2073600,0.8541666666666666
n97,7,6233400,n469,0.85,6220800,0.23080977182539686,0.5,6220800,0.8556547619047619
n98,7,3086100,n105,0.9,3024000,0.2122572987528345,0.5,777600,0.8571428571428572
n100,7,1358100,n105,0.85,1382400,0.20473710317460325,0.5,777600,0.8571428571428572
n101,7,1287900,n105,0.85,1296000,0.19249353387188206,0.5,777600,0.8556547619047619
n104,7,3405600,n114,0.95,3369600,0.1814966872165532,0.5,3542400,0.8422619047619048
n105,7,1317600,n105,0.85,1382400,0.2321849312641724,0.5,777600,0.8571428571428572
n106,7,3250800,n114,0.9,3196800,0.2497852005385487,0.5,777600,0.8571428571428572
n107,7,6852600,n105,0.9444444444444444,6825600,0.23456101190476197,0.5,777600,0.8571428571428572
n111,7,3140100,n495,0.5,777600,0.4529544890873016,0.5,777600,0.8571428571428572
n112,7,5055300,n495,0.85,5011200,0.2454183496315192,0.5,777600,0.8571428571428572
n113,7,2554200,n105,0.75,2592000,0.27036608914399085,0.5,777600,0.8571428571428572
n114,7,6554700,n114,1.0,6566400,0.1648198341836734,0.5,6393600,0.8422619047619048
n115,7,924300,n495,0.5,691200,0.438735650510204,0.5,777600,0.8511904761904762
n117,7,5984100,n415,0.8,5961600,0.24405426232993188,0.5,5788800,0.8526785714285714
n121,7,3991500,n516,1.0,3974400,0.1435391865079364,0.5,3888000,0.8556547619047619
n122,7,4557600,n105,0.9,4492800,0.29717394770408156,0.5,777600,0.8571428571428572
n125,7,1524600,n114,0.85,1468800,0.24105149872448972,0.5,777600,0.8571428571428572
n128,7,3394800,n495,0.7,3283200,0.36470512684240364,0.5,777600,0.8571428571428572
n129,7,1185300,n519,0.8,1209600,0.28738617842970526,0.5,777600,0.8482142857142857
n131,7,4674600,n114,1.0,4665600,0.1419403698979591,0.5,4665600,0.8273809523809523
n132,7,2765700,n506,0.85,2764800,0.20788601899092962,0.5,777600,0.8571428571428572
n133,7,6719400,n495,0.7,6825600,0.3503512081916099,0.5,777600,0.8571428571428572
n135,7,5238900,n516,1.0,5184000,0.1114676339285714,0.5,5270400,0.8258928571428572
n137,7,5164200,n506,0.9,5184000,0.22168633078231292,0.5,777600,0.8571428571428572
n140,7,7132500,n519,0.8333333333333333,7084800,0.2809134070294784,0.5,777600,0.8571428571428572
n142,7,6957900,n549,0.875,6998400,0.2576154159580497,0.5,777600,0.8571428571428572
n143,7,3270600,n332,0.8,3283200,0.3135673540249433,0.5,777600,0.8571428571428572
n144,7,4860900,n519,0.75,4838400,0.3397308142006803,0.5,777600,0.8571428571428572
n147,7,2022300,n332,0.9,1987200,0.2755102040816326,0.5,777600,0.8571428571428572
n149,7,5798700,n332,0.8,5788800,0.3041826105442176,0.5,5788800,0.8348214285714286
n151,7,1116900,n332,0.8,1123200,0.2833802791950113,0.5,777600,0.8407738095238095
n152,7,942300,n549,0.8888888888888888,950400,0.20421892715419498,0.6666666666666666,864000,0.8080357142857143
n153,7,5480100,n519,0.7,5443200,0.347483524659864,0.5,777600,0.8571428571428572
n156,7,2284200,n332,0.75,2246400,0.3238821570294784,0.5,777600,0.8571428571428572
n157,7,6303600,n332,0.8,6307200,0.32300745819161003,0.5,777600,0.8571428571428572
n159,7,2737800,n163,0.7,2764800,0.3324121315192744,0.5,777600,0.8571428571428572
n163,7,1192500,n163,0.75,1209600,0.2739844635770975,0.5,777600,0.8482142857142857
n164,7,6910200,n163,0.7222222222222222,6912000,0.32888897746598644,0.5,777600,0.8571428571428572
n165,7,2321100,n549,0.9,2332800,0.24031852324263037,0.5,777600,0.8571428571428572
n166,7,6993000,n163,0.8125,6998400,0.3095016652494331,0.5,777600,0.8571428571428572
n169,7,1349100,n458,0.65,1296000,0.339429652069161,0.5,777600,0.8571428571428572
n171,7,3406500,n163,0.85,3456000,0.34059886975623566,0.5,777600,0.8571428571428572
n172,7,2654100,n549,0.9,2678400,0.20258689413265318,0.5,777600,0.8571428571428572
n174,7,3947400,n163,0.65,3888000,0.3374167375283448,0.5,777600,0.8571428571428572
n177,7,5291100,n188,0.8,5270400,0.30194382440476186,0.5,777600,0.8571428571428572
n180,7,6754500,n163,0.7,6739200,0.35407144628684806,0.5,777600,0.8571428571428572
n182,7,3294000,n163,0.65,3196800,0.3591823448129251,0.5,777600,0.8571428571428572
n183,7,1803600,n188,0.8,1728000,0.3399146116780045,0.5,777600,0.8571428571428572
n187,7,3333600,n188,0.75,3196800,0.3176950467687075,0.5,777600,0.8571428571428572
n188,7,3223800,n188,0.7,3283200,0.2935356434240364,0.5,777600,0.8571428571428572
n189,7,2149200,n188,0.75,2160000,0.3125531462585034,0.5,777600,0.8571428571428572
n191,7,5545800,n342,0.65,5529600,0.3843847434807257,0.5,777600,0.8571428571428572
n192,7,2573100,n613,0.7,2592000,0.34239477040816335,0.5,777600,0.8571428571428572
n193,7,5778900,n188,0.75,5788800,0.33791941255668934,0.5,5788800,0.8422619047619048
n194,7,5643900,n188,0.8,5616000,0.3414624964569162,0.5,5702400,0.8467261904761905
n198,7,5382000,n342,0.65,5443200,0.3772210707199546,0.5,777600,0.8571428571428572
n199,7,1130400,n188,0.65,1036800,0.30336991567460325,0.5,777600,0.84375
n201,7,5095800,n613,0.8,5011200,0.3344892644557822,0.5,777600,0.8571428571428572
n203,7,5285700,n613,0.65,5270400,0.37243126417233563,0.5,777600,0.8571428571428572
n205,7,1865700,n229,0.85,1814400,0.23743755314625847,0.95,1814400,0.5267857142857143
n209,7,4542300,n215,1.0,4492800,0.21178341128117917,0.9925373134328358,4492800,0.3705357142857143
n212,7,5980500,n215,0.95,5961600,0.1329099348072562,0.9850746268656717,5961600,0.18452380952380953
n213,7,2409300,n215,0.9,2419200,0.1116824333900227,0.9925373134328358,2419200,0.2767857142857143
n217,7,1809000,n215,0.9,1814400,0.16327194940476186,0.9925373134328358,1814400,0.1696428571428571
n219,7,4012200,n342,0.5,4147200,0.41429501488095244,0.5,777600,0.8571428571428572
n222,7,3402000,n644,0.65,3369600,0.3640740150226758,0.5,777600,0.8571428571428572
n223,7,2594700,n644,0.8,2678400,0.3124379960317458,0.5,777600,0.8571428571428572
n227,7,5322600,n229,0.95,5356800,0.19434036635487528,0.85,5270400,0.7663690476190477
n229,7,5678100,n229,0.95,5702400,0.15369455073696137,0.65,5702400,0.8020833333333334
n232,7,4710600,n644,0.85,4752000,0.2675891971371882,0.5,777600,0.8571428571428572
n233,7,2223900,n229,0.9,2246400,0.15364361890589562,0.9,2246400,0.5892857142857143
n234,7,5652000,n229,0.9,5702400,0.2077398667800454,0.95,5616000,0.59375
n238,7,2995200,n644,0.8,3024000,0.29636346726190466,0.5,777600,0.8571428571428572
n239,7,6818400,n644,0.85,6825600,0.2879154265873016,0.5,777600,0.8571428571428572
n242,7,6269400,n215,0.95,6307200,0.1742577239229024,0.9925373134328358,6220800,0.40922619047619047
n243,7,6325200,n229,0.95,6307200,0.18393920068027214,0.9425373134328358,6307200,0.43452380952380953
n244,7,1017000,n644,0.9,1036800,0.23424877763605456,0.5,777600,0.8303571428571428
n245,7,2293200,n679,0.85,2332800,0.27082669005102034,0.5,777600,0.8571428571428572
n248,7,6663600,n679,0.7,6566400,0.35087159863945583,0.5,777600,0.8571428571428572
n253,7,840600,n215,0.9375,777600,0.19632892219387754,1.0,864000,0.41220238095238093
n255,7,6539400,n288,0.85,6566400,0.27006049815759636,0.5,777600,0.8571428571428572
n256,7,2930400,n644,0.9,2937600,0.21803252551020402,0.5,777600,0.8571428571428572
n257,7,3562200,n679,0.8,3542400,0.2601797229308389,0.5,3542400,0.8482142857142857
n258,7,2578500,n679,0.85,2505600,0.2673544678287981,0.5,777600,0.8571428571428572
n261,7,1092600,n288,0.95,1036800,0.20186720521541957,0.5,777600,0.8288690476190477
n262,7,2160000,n679,0.9,2160000,0.2397560586734695,0.5,777600,0.8571428571428572
n263,7,4786200,n679,0.8,4752000,0.24982506023242623,0.5,777600,0.8571428571428572
n264,7,7065900,n288,0.8571428571428572,6998400,0.27181432468820865,0.5,777600,0.8571428571428572
n265,7,5897700,n679,0.9,5875200,0.28154230442176875,0.55,5788800,0.8229166666666666
n268,7,2924100,n288,0.9,2937600,0.23872856434240353,0.5,777600,0.8571428571428572
n269,7,2171700,n679,0.95,2160000,0.23755048894557818,0.5,777600,0.8571428571428572
n271,7,5436900,n296,0.6,5443200,0.39705569727891155,0.5,777600,0.8571428571428572
n275,7,4284900,n726,0.85,4320000,0.2725517290249433,0.5,4320000,0.84375
n276,7,3521700,n288,0.9,3542400,0.2197265625,0.5,3542400,0.8511904761904762
n277,7,7127100,n288,0.9166666666666667,7084800,0.2412596549036281,0.5,777600,0.8571428571428572
n279,7,5344200,n288,0.95,5356800,0.24084777140022673,0.5,5443200,0.8377976190476191
n281,7,3987000,n296,0.9,3888000,0.2639176764455783,0.5,3974400,0.8497023809523809
n283,7,1657800,n726,0.95,1641600,0.2269057362528345,0.5,1641600,0.8556547619047619
n285,7,2556900,n288,0.95,2505600,0.206876240079365,0.5,777600,0.8571428571428572
n286,7,1633500,n726,0.95,1641600,0.21386275864512472,0.5,1641600,0.8407738095238095
n287,7,2422800,n296,0.9,2419200,0.1320507369614513,0.5,2419200,0.8348214285714286
n288,7,6096600,n288,0.95,6048000,0.19286334325396826,0.5,5788800,0.8348214285714286
n290,7,4743000,n726,0.9,4752000,0.2340051906179138,0.5,777600,0.8571428571428572
n292,7,4578300,n296,0.9,4579200,0.17161148313492058,0.55,4579200,0.8199404761904762
n294,7,2541600,n726,0.9,2505600,0.19899952168367352,0.5,777600,0.8571428571428572
n298,7,6111900,n740,0.5,691200,0.45266218466553276,0.5,777600,0.8571428571428572
n299,7,4914000,n752,0.8,4838400,0.2681295174319728,0.5,777600,0.8571428571428572
n300,7,3762900,n740,0.5,777600,0.4441654265873016,0.5,777600,0.8571428571428572
n302,7,4906800,n752,0.85,4924800,0.2497852005385487,0.5,777600,0.8571428571428572
n303,7,3548700,n740,0.5,691200,0.45232780612244894,0.5,777600,0.8571428571428572
n306,7,3273300,n752,1.0,3283200,0.21950511975623577,0.5,777600,0.8571428571428572
n307,7,2221200,n296,0.9,2246400,0.1585463612528345,0.5,2160000,0.8511904761904762
n309,7,1624500,n752,0.9,1641600,0.22051932752267578,0.5,777600,0.8571428571428572
n310,7,4361400,n752,0.85,4406400,0.2553234835600906,0.5,4320000,0.8452380952380952
n311,7,4242600,n740,0.85,4147200,0.24768592332766448,0.5,4233600,0.8273809523809523
n313,7,1274400,n752,0.9,1209600,0.21931246456916098,0.5,777600,0.8482142857142857
n314,7,6176700,n740,0.85,6134400,0.2758999433106576,0.6,6220800,0.8139880952380952
n315,7,951300,n752,0.9,950400,0.20364096159297052,0.6,864000,0.8110119047619048
n320,7,6953400,n722,1.0,6912000,0.2199568629535147,0.5,777600,0.8571428571428572
n321,7,1413000,n752,0.9,1382400,0.22609968466553287,0.5,777600,0.8571428571428572
n323,7,1731600,n722,0.9,1728000,0.2156055130385487,0.5,777600,0.8571428571428572
n325,7,5230800,n752,0.9,5270400,0.23833218183106575,0.5,5443200,0.84375
n327,7,1783800,n769,0.9,1814400,0.21365460246598633,0.5,777600,0.8571428571428572
n329,7,6444000,n769,0.95,6480000,0.2167215844671202,0.55,6393600,0.8139880952380952
n330,7,5621400,n769,0.9,5616000,0.22731097647392295,0.6,5616000,0.8095238095238095
n331,7,3717000,n769,0.85,3715200,0.21163725907029485,0.5,777600,0.8571428571428572
n333,7,5001300,n332,0.9,5011200,0.24178890306122447,0.5,777600,0.8571428571428572
n335,7,1072800,n342,0.5,1036800,0.4352479272959183,0.5,777600,0.8422619047619048
n336,7,3441600,n495,0.5,777600,0.449336114654195,0.5,777600,0.8571428571428572
n338,7,3418200,n342,0.5,3369600,0.40673495960884354,0.5,777600,0.8571428571428572
n339,7,4997700,n342,0.55,4924800,0.37697305484693877,0.5,777600,0.8571428571428572
n340,7,4055400,n429,0.5,4320000,0.4342049319727891,0.5,777600,0.8571428571428572
n345,7,4505400,n31,0.5,4320000,0.4151342828798186,0.5,777600,0.8571428571428572
n346,7,2457900,n31,0.5,2419200,0.4442163584183674,0.5,777600,0.8571428571428572
n347,7,4683600,n1,0.9,4665600,0.1982687606292517,0.5,777600,0.8571428571428572
n349,7,6950700,n1,1.0,6912000,0.24496439200680276,0.5,777600,0.8571428571428572
n351,7,689400,n1,0.9166666666666667,691200,0.31868932468820854,0.5,691200,0.8645833333333334
n354,7,5619600,n31,0.5,5443200,0.4129840738378685,0.55,5702400,0.8229166666666666
n356,7,5918400,n4,0.5,5961600,0.44189785289115646,0.5,5702400,0.8258928571428572
n358,7,1449000,n1,0.5,1382400,0.4168969671201813,0.5,777600,0.8571428571428572
n360,7,5630400,n31,0.5,5616000,0.4413686047335601,0.55,5702400,0.8199404761904762
n363,7,7128000,n31,0.5,5443200,0.4526378259637187,0.5,777600,0.8571428571428572
n366,7,4563000,n31,0.5,4320000,0.42780745110544216,0.5,777600,0.8571428571428572
n371,7,6140700,n31,0.5,6134400,0.42669580853174605,0.5,5702400,0.8526785714285714
n372,7,2571300,n31,0.5,2419200,0.44263747165532874,0.5,777600,0.8571428571428572
n373,7,6271200,n31,0.5,5961600,0.44492276077097503,0.5,777600,0.8571428571428572
n375,7,5329800,n31,0.55,5443200,0.3876908836451247,0.5,777600,0.8571428571428572
n378,7,3112200,n31,0.5,5961600,0.44654372165532874,0.5,777600,0.8571428571428572
n380,7,1426500,n31,0.5,1468800,0.44011523880385495,0.5,777600,0.8571428571428572
n381,7,2768400,n31,0.5,2937600,0.4435254570578231,0.5,777600,0.8571428571428572
n383,7,3809700,n31,0.5,3888000,0.4358591092687074,0.5,777600,0.8571428571428572
n388,7,1770300,n54,0.5,1641600,0.4340543509070295,0.5,777600,0.8571428571428572
n390,7,3949200,n54,0.75,3974400,0.2900235615079365,0.5,777600,0.8571428571428572
n392,7,628200,n54,0.5,777600,0.43177127621882083,0.5,777600,0.8407738095238095
n394,7,5928300,n54,0.75,5961600,0.3169864299886621,0.5,5875200,0.8452380952380952
n396,7,7061400,n410,0.7857142857142857,7084800,0.3033145549886621,0.5,777600,0.8571428571428572
n398,7,5910300,n410,0.8,5961600,0.35606221655328796,0.5,5875200,0.8452380952380952
n401,7,2546100,n410,0.9,2505600,0.2051423433956916,0.5,777600,0.8571428571428572
n403,7,4294800,n410,0.8,4320000,0.2691880137471656,0.5,4320000,0.8333333333333334
n405,7,6221700,n54,0.5,5961600,0.44330179988662133,0.5,777600,0.8571428571428572
n408,7,1921500,n54,0.5,777600,0.436968537414966,0.5,777600,0.8571428571428572
n409,7,4347000,n410,0.85,4320000,0.24208342191043086,0.55,4320000,0.8244047619047619
n410,7,1388700,n410,0.95,1382400,0.08869889101473927,0.5,1296000,0.8526785714285714
n412,7,7022700,n415,0.5,7171200,0.43284970238095244,0.5,777600,0.8571428571428572
n414,7,5214600,n54,0.5,5443200,0.4392870429421769,0.5,777600,0.8571428571428572
n416,7,2804400,n410,0.9,2764800,0.1787596549036281,0.5,777600,0.8571428571428572
n418,7,6809400,n54,0.5,777600,0.45193585246598644,0.5,777600,0.8571428571428572
n421,7,5315400,n429,0.5,5443200,0.43338780824829926,0.5,777600,0.8571428571428572
n423,7,4347000,n429,0.5,4320000,0.4281307575113379,0.5,777600,0.8571428571428572
n426,7,5094000,n54,0.5,4838400,0.4444643742913833,0.5,777600,0.8571428571428572
n427,7,2070900,n429,0.5,1987200,0.45614769345238093,0.5,777600,0.8571428571428572
n429,7,1731600,n429,0.5,1641600,0.4378166631235827,0.5,777600,0.8571428571428572
n431,7,3361500,n429,0.5,4320000,0.4454896541950113,0.5,777600,0.8571428571428572
n433,7,6226200,n429,0.5,5961600,0.43986279407596374,0.5,777600,0.8571428571428572
n435,7,1795500,n519,0.5,1814400,0.4212682468820861,0.5,777600,0.8571428571428572
n439,7,4581000,n458,0.5,4665600,0.4157587514172335,0.5,777600,0.8571428571428572
n441,7,6345000,n458,0.5,6220800,0.4357550311791383,0.5,777600,0.8571428571428572
n444,7,4514400,n458,0.6,4492800,0.3557676977040817,0.5,777600,0.8571428571428572
n445,7,608400,n519,0.6666666666666666,604800,0.3806069302721089,0.5,777600,0.8407738095238095
n446,7,5020200,n458,0.5,5011200,0.4196162840136054,0.5,777600,0.8571428571428572
n448,7,2994300,n458,0.65,2937600,0.36295794359410427,0.5,777600,0.8571428571428572
n451,7,4206600,n429,0.5,4233600,0.4406489158163265,0.5,777600,0.8571428571428572
n452,7,747900,n458,0.7857142857142857,777600,0.3516532915249433,0.5,777600,0.8363095238095238
n455,7,1429200,n342,0.5,777600,0.45144203514739223,0.5,777600,0.8571428571428572
n457,7,3280500,n342,0.55,3196800,0.39715313208616787,0.5,777600,0.8571428571428572
n459,7,7083000,n458,0.8571428571428572,7084800,0.2829174638605443,0.5,777600,0.8571428571428572
n461,7,6736500,n429,0.5,691200,0.4479210955215419,0.5,777600,0.8571428571428572
n463,7,6552900,n342,0.5,6480000,0.4202341092687075,0.5,777600,0.8571428571428572
n465,7,2871900,n342,0.6,2851200,0.3873985792233561,0.5,777600,0.8571428571428572
n466,7,2369700,n342,0.5,2419200,0.421671272675737,0.5,777600,0.8571428571428572
n469,7,1031400,n469,0.9,1036800,0.12962372448979587,0.7,864000,0.7991071428571428
n471,7,2380500,n469,0.9,2419200,0.19020603032879824,0.5,777600,0.8571428571428572
n476,7,7077600,n495,0.8571428571428572,7084800,0.2810041985544218,0.5,777600,0.8571428571428572
n478,7,4787100,n105,1.0,4752000,0.2059904691043084,0.5,4752000,0.8511904761904762
n480,7,1185300,n114,0.85,1123200,0.1899092970521542,0.5,864000,0.8348214285714286
n485,7,1235700,n114,0.85,1209600,0.1875974348072562,0.5,777600,0.8511904761904762
n486,7,6000300,n114,0.9,5961600,0.17217837655895685,0.55,5788800,0.8244047619047619
n487,7,4187700,n114,1.0,4147200,0.13625372023809523,0.5,4233600,0.8407738095238095
n489,7,6620400,n105,0.9,6652800,0.260173079648526,0.5,777600,0.8571428571428572
n493,7,1114200,n506,0.8,1123200,0.23477359693877553,0.5,864000,0.8273809523809523
n497,7,6211800,n495,0.75,6220800,0.3165634743480725,0.5,777600,0.8571428571428572
n499,7,4531500,n114,1.0,4492800,0.15568974985827655,0.5,4492800,0.8273809523809523
n500,7,6250500,n105,0.85,6220800,0.2826672335600907,0.5,777600,0.8571428571428572
n502,7,1531800,n506,0.8,1468800,0.27446056547619047,0.5,777600,0.8571428571428572
n505,7,1550700,n105,0.8,1555200,0.28436569940476186,0.5,777600,0.8571428571428572
n507,7,5468400,n506,0.95,5443200,0.22358409509637178,0.55,5443200,0.8229166666666666
n509,7,4108500,n506,0.95,4147200,0.1995929882369616,0.5,777600,0.8571428571428572
n510,7,4657500,n495,0.85,4579200,0.3085118161848073,0.5,777600,0.8571428571428572
n513,7,1821600,n114,0.95,1814400,0.2136745323129252,0.5,777600,0.8571428571428572
n514,7,2558700,n516,0.95,2592000,0.10557725694444442,0.55,2592000,0.8199404761904762
n516,7,4494600,n516,1.0,4492800,0.0710432610544216,0.7,4492800,0.8020833333333334
n518,7,7036200,n332,0.9285714285714286,6998400,0.28322084041950113,0.5,777600,0.8571428571428572
n521,7,5076900,n519,0.75,5097600,0.30331676941609975,0.5,777600,0.8571428571428572
n522,7,3724200,n495,0.65,3715200,0.3297725340136055,0.5,777600,0.8571428571428572
n525,7,2166300,n332,0.75,2160000,0.2871846655328798,0.5,777600,0.8571428571428572
n526,7,4580100,n516,0.9925373134328358,4579200,0.09551046981292521,0.55,4579200,0.8229166666666666
n529,7,6173100,n519,0.85,6134400,0.2962948200113378,0.5,777600,0.8571428571428572
n534,7,5985900,n519,0.7,5961600,0.3032547654478459,0.5,5788800,0.8541666666666666
n536,7,5690700,n163,0.8,5702400,0.3344892644557823,0.5,5702400,0.8392857142857143
n537,7,2087100,n332,0.75,2073600,0.33710450325963714,0.5,777600,0.8571428571428572
n538,7,5860800,n332,0.85,5961600,0.2827646683673469,0.5,5788800,0.8348214285714286
n541,7,2902500,n332,0.85,2851200,0.27009814342403626,0.5,777600,0.8571428571428572
n542,7,3546000,n163,0.7,3628800,0.3403331384637187,0.5,777600,0.8571428571428572
n545,7,5556600,n549,1.0,5616000,0.2282366071428571,0.5,5443200,0.8377976190476191
n547,7,5395500,n549,0.85,5356800,0.22950547406462574,0.5,5443200,0.8497023809523809
n549,7,3357900,n549,0.9425373134328358,3369600,0.1414996988378685,0.5,3542400,0.8452380952380952
n552,7,3834000,n163,0.7,3801600,0.3259083581349207,0.5,777600,0.8571428571428572
n553,7,4419900,n332,0.8,4492800,0.3151174532312925,0.5,777600,0.8571428571428572
n555,7,3933000,n188,0.85,3974400,0.303110827664399,0.5,777600,0.8571428571428572
n556,7,1496700,n163,0.65,1468800,0.32075538548752835,0.5,777600,0.8571428571428572
n557,7,2431800,n163,0.8,2332800,0.35293765943877564,0.5,777600,0.8571428571428572
n559,7,2260800,n188,0.7,2160000,0.3337850765306123,0.5,777600,0.8571428571428572
n561,7,1076400,n188,0.7,1123200,0.35172636763038545,0.5,777600,0.84375
n564,7,3096900,n188,0.75,3110400,0.3022294855442177,0.5,777600,0.8571428571428572
n566,7,759600,n188,0.8571428571428572,691200,0.3406963045634921,0.5,777600,0.8303571428571428
n568,7,4941900,n163,0.7,4924800,0.3261342297335601,0.5,777600,0.8571428571428572
n570,7,4688100,n188,0.85,4665600,0.3026812287414966,0.5,777600,0.8571428571428572
n572,7,2301300,n188,0.7,2332800,0.3022250566893425,0.5,777600,0.8571428571428572
n573,7,4942800,n163,0.8,4924800,0.28476208191609986,0.5,777600,0.8571428571428572
n575,7,2228400,n188,0.7,2246400,0.29549319727891155,0.5,777600,0.8571428571428572
n577,7,657000,n458,0.5833333333333334,604800,0.38250469458616776,0.5,777600,0.8363095238095238
n578,7,1127700,n458,0.55,1209600,0.389531072845805,0.5,777600,0.8467261904761905
n580,7,5823000,n163,0.75,5788800,0.3222169075963719,0.5,5788800,0.8422619047619048
n582,7,5256900,n188,0.85,5184000,0.35601349914965985,0.5,777600,0.8571428571428572
n584,7,1038600,n342,0.65,1123200,0.3581349206349207,0.5,777600,0.84375
n587,7,2292300,n613,0.6,2246400,0.3512081916099774,0.5,777600,0.8571428571428572
n590,7,1101600,n188,0.7,1123200,0.3172322314342404,0.5,777600,0.8422619047619048
n591,7,836100,n188,0.75,864000,0.34782011763038545,0.5,777600,0.8288690476190477
n592,7,6942600,n613,0.8125,6825600,0.33797920209750565,0.5,777600,0.8571428571428572
n594,7,3040200,n188,0.7,3024000,0.31624681122448983,0.5,777600,0.8571428571428572
n596,7,1126800,n613,0.75,1123200,0.29025607638888895,0.5,777600,0.84375
n598,7,4394700,n613,0.8,4406400,0.320139774659864,0.5,777600,0.8571428571428572
n600,7,2358900,n342,0.55,2419200,0.3866168863378685,0.5,777600,0.8571428571428572
n603,7,2657700,n613,0.65,2678400,0.33070259353741505,0.5,777600,0.8571428571428572
n605,7,5536800,n188,0.75,5616000,0.344467474489796,0.5,5702400,0.8556547619047619
n607,7,4183200,n613,0.8,4147200,0.29528504109977327,0.5,777600,0.8571428571428572
n609,7,2184300,n613,0.8,2160000,0.2792747307256236,0.5,777600,0.8571428571428572
n611,7,4580100,n613,0.85,4579200,0.2676910607993197,0.5,777600,0.8571428571428572
n613,7,1579500,n613,0.75,1555200,0.28832509566326525,0.5,777600,0.8571428571428572
